Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
9,5,Low, C,327,Small_Unit,4780000,14618,19/12/2017,South West,6. Normal (Good Direction - S/E),600.0,6.0
51,26,High, E,284,Small_Unit,4780000,16831,19/12/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
52,8,Low, E,284,Small_Unit,4680000,16479,18/12/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
24,20,Mid, E,447,Middle_Unit,6750000,15101,15/12/2017,North,8. Normal (Poor Direction - N/W),380.0,4.5
24,20,Mid, C,326,Small_Unit,5030000,15429,15/12/2017,West,10. Poor Street (Busy Road),380.0,2.0
36,14,Mid, E,478,Middle_Unit,6500000,13598,14/12/2017,South,5. Good Internal (Pool/Garden/Mall),300.0,6.5
7,12,Mid, D,504,Middle_Unit,6900000,13690,14/12/2017,South West,2. Premium (Full River - West/Sun),600.0,8.5
3,26,High, G,327,Small_Unit,5160000,15780,14/12/2017,North East,2. Premium (Full River - West/Sun),700.0,8.5
30,30,High, C,327,Small_Unit,4800000,14679,14/12/2017,West,10. Poor Street (Busy Road),420.0,2.0
20,20,Mid, G,327,Small_Unit,4950000,15138,13/12/2017,North East,6. Normal (Good Direction - S/E),520.0,6.0
36,26,High, H,307,Small_Unit,4715000,15358,13/12/2017,West,10. Poor Street (Busy Road),300.0,2.0
19,1,Low, G,330,Small_Unit,4600000,13939,12/12/2017,North East,6. Normal (Good Direction - S/E),550.0,6.0
9,7,Low, F,451,Middle_Unit,6200000,13747,12/12/2017,South East,6. Normal (Good Direction - S/E),600.0,6.0
8,23,Mid, C,327,Small_Unit,5060000,15474,12/12/2017,South West,6. Normal (Good Direction - S/E),620.0,6.0
40,25,Mid, D,304,Small_Unit,4800000,15789,11/12/2017,South,9. Poor Close (Wall View),200.0,3.0
31,6,Low, H,327,Small_Unit,4805000,14694,8/12/2017,East,9. Poor Close (Wall View),400.0,3.0
51,14,Mid, H,304,Small_Unit,4600000,15132,8/12/2017,North East,6. Normal (Good Direction - S/E),280.0,6.0
37,25,Mid, D,304,Small_Unit,4850000,15954,6/12/2017,South,9. Poor Close (Wall View),150.0,3.0
38,16,Mid, C,304,Small_Unit,4838000,15914,5/12/2017,South,9. Poor Close (Wall View),150.0,3.0
47,24,Mid, C,304,Small_Unit,4680000,15395,5/12/2017,South,6. Normal (Good Direction - S/E),180.0,6.0
38,26,High, D,304,Small_Unit,4500000,14803,4/12/2017,South,9. Poor Close (Wall View),150.0,3.0
40,22,Mid, G,304,Small_Unit,4730000,15559,30/11/2017,North,10. Poor Street (Busy Road),200.0,2.0
1,7,Low, D,327,Small_Unit,4850000,14832,29/11/2017,South West,2. Premium (Full River - West/Sun),650.0,8.5
46,8,Low, B,284,Small_Unit,4450000,15669,29/11/2017,West,10. Poor Street (Busy Road),180.0,2.0
51,20,Mid, E,284,Small_Unit,4420000,15563,29/11/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
21,16,Mid, H,327,Small_Unit,4800000,14679,28/11/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
41,24,Mid, C,304,Small_Unit,4800000,15789,27/11/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
9,7,Low, H,327,Small_Unit,4798000,14673,27/11/2017,North East,6. Normal (Good Direction - S/E),600.0,6.0
50,13,Mid, B,284,Small_Unit,4630000,16303,24/11/2017,North West,8. Normal (Poor Direction - N/W),250.0,4.5
21,12,Mid, G,327,Small_Unit,4700000,14373,24/11/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
8,9,Low, H,327,Small_Unit,4900000,14985,23/11/2017,North East,6. Normal (Good Direction - S/E),620.0,6.0
34,31,High, A,707,Large_Unit,8600000,12164,23/11/2017,South,4. Good Open (High Floor City),300.0,7.0
3,23,Mid, B,451,Middle_Unit,6540000,14501,22/11/2017,North West,2. Premium (Full River - West/Sun),700.0,8.5
3,5,Low, B,451,Middle_Unit,6380000,14146,21/11/2017,North West,2. Premium (Full River - West/Sun),700.0,8.5
10,20,Mid, D,327,Small_Unit,4600000,14067,21/11/2017,South West,3. Premium Partial (Slivers of Water/Park),580.0,8.0
50,26,High, G,304,Small_Unit,4950000,16283,20/11/2017,North East,6. Normal (Good Direction - S/E),250.0,6.0
20,14,Mid, F,451,Middle_Unit,6380000,14146,17/11/2017,South East,6. Normal (Good Direction - S/E),520.0,6.0
25,20,Mid, A,688,Large_Unit,8750000,12718,17/11/2017,North,8. Normal (Poor Direction - N/W),400.0,4.5
37,6,Low, G,304,Small_Unit,4550000,14967,17/11/2017,North,5. Good Internal (Pool/Garden/Mall),150.0,6.5
39,10,Low, G,304,Small_Unit,4520000,14868,17/11/2017,North,10. Poor Street (Busy Road),180.0,2.0
52,27,High, E,284,Small_Unit,4730000,16655,15/11/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
38,17,Mid, H,304,Small_Unit,4830000,15888,14/11/2017,North,10. Poor Street (Busy Road),150.0,2.0
21,23,Mid, H,327,Small_Unit,5000000,15291,14/11/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
24,13,Mid, D,326,Small_Unit,4925000,15107,14/11/2017,West,10. Poor Street (Busy Road),380.0,2.0
30,17,Mid, A,451,Middle_Unit,6100000,13525,14/11/2017,South,5. Good Internal (Pool/Garden/Mall),420.0,6.5
38,22,Mid, H,304,Small_Unit,4590000,15099,10/11/2017,North,10. Poor Street (Busy Road),150.0,2.0
9,23,Mid, C,327,Small_Unit,4838000,14795,7/11/2017,South West,6. Normal (Good Direction - S/E),600.0,6.0
44,32,High, D,304,Small_Unit,4980000,16382,7/11/2017,South,4. Good Open (High Floor City),150.0,7.0
52,8,Low, H,304,Small_Unit,4468000,14697,6/11/2017,North East,6. Normal (Good Direction - S/E),280.0,6.0
41,24,Mid, D,304,Small_Unit,4540000,14934,3/11/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
45,29,High, H,304,Small_Unit,4880000,16053,3/11/2017,North,9. Poor Close (Wall View),150.0,3.0
45,13,Mid, A,284,Small_Unit,4430000,15599,3/11/2017,West,9. Poor Close (Wall View),150.0,3.0
16,8,Low, H,327,Small_Unit,4760000,14557,3/11/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
17,13,Mid, D,327,Small_Unit,4750000,14526,2/11/2017,South West,6. Normal (Good Direction - S/E),520.0,6.0
45,4,Low, H,304,Small_Unit,4400000,14474,1/11/2017,North,9. Poor Close (Wall View),150.0,3.0
18,7,Low, C,484,Middle_Unit,6850000,14153,31/10/2017,South West,6. Normal (Good Direction - S/E),550.0,6.0
12,3,Low, B,515,Middle_Unit,6000000,11650,31/10/2017,North West,1. Premium Plus (Full River/Park),580.0,9.0
47,31,High, G,304,Small_Unit,4750000,15625,30/10/2017,North,10. Poor Street (Busy Road),180.0,2.0
9,19,Mid, B,451,Middle_Unit,6000000,13304,30/10/2017,North West,8. Normal (Poor Direction - N/W),600.0,4.5
42,30,High, H,304,Small_Unit,4580000,15066,30/10/2017,North,9. Poor Close (Wall View),200.0,3.0
47,30,High, G,304,Small_Unit,4680000,15395,26/10/2017,North,10. Poor Street (Busy Road),180.0,2.0
48,16,Mid, E,284,Small_Unit,4620000,16268,26/10/2017,East,10. Poor Street (Busy Road),200.0,2.0
48,9,Low, E,284,Small_Unit,4390000,15458,26/10/2017,East,10. Poor Street (Busy Road),200.0,2.0
28,20,Mid, C,688,Large_Unit,8820000,12820,25/10/2017,West,9. Poor Close (Wall View),480.0,3.0
26,17,Mid, A,447,Middle_Unit,6700000,14989,25/10/2017,North,8. Normal (Poor Direction - N/W),420.0,4.5
49,27,High, B,284,Small_Unit,4380000,15423,24/10/2017,North West,4. Good Open (High Floor City),220.0,7.0
45,27,High, F,284,Small_Unit,4700000,16549,24/10/2017,East,10. Poor Street (Busy Road),150.0,2.0
51,16,Mid, A,284,Small_Unit,4300000,15141,24/10/2017,North West,8. Normal (Poor Direction - N/W),280.0,4.5
5,20,Mid, D,853,Large_Unit,10380000,12169,23/10/2017,South West,2. Premium (Full River - West/Sun),750.0,8.5
48,18,Mid, D,304,Small_Unit,4550000,14967,20/10/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
38,27,High, E,284,Small_Unit,4700000,16549,20/10/2017,West,9. Poor Close (Wall View),150.0,3.0
22,9,Low, F,484,Middle_Unit,6860000,14174,20/10/2017,South East,6. Normal (Good Direction - S/E),480.0,6.0
32,7,Low, C,327,Small_Unit,4750000,14526,20/10/2017,West,9. Poor Close (Wall View),380.0,3.0
52,18,Mid, A,284,Small_Unit,4580000,16127,19/10/2017,North West,8. Normal (Poor Direction - N/W),280.0,4.5
20,7,Low, C,327,Small_Unit,4780000,14618,18/10/2017,South West,6. Normal (Good Direction - S/E),520.0,6.0
45,3,Low, H,304,Small_Unit,4450000,14638,18/10/2017,North,9. Poor Close (Wall View),150.0,3.0
44,3,Low, H,304,Small_Unit,4400000,14474,18/10/2017,North,9. Poor Close (Wall View),150.0,3.0
48,25,Mid, C,304,Small_Unit,4920000,16184,16/10/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
51,27,High, E,284,Small_Unit,4800000,16901,13/10/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
39,14,Mid, E,284,Small_Unit,4500000,15845,12/10/2017,West,9. Poor Close (Wall View),180.0,3.0
29,30,High, G,327,Small_Unit,5000000,15291,12/10/2017,South,9. Poor Close (Wall View),450.0,3.0
14,2,Low, C,853,Large_Unit,9380000,10996,12/10/2017,South West,6. Normal (Good Direction - S/E),680.0,6.0
31,5,Low, A,451,Middle_Unit,6100000,13525,10/10/2017,South,5. Good Internal (Pool/Garden/Mall),400.0,6.5
10,27,High, G,327,Small_Unit,4800000,14679,6/10/2017,North East,1. Premium Plus (Full River/Park),580.0,9.0
45,7,Low, B,284,Small_Unit,4550000,16021,6/10/2017,West,9. Poor Close (Wall View),150.0,3.0
37,10,Low, E,284,Small_Unit,4480000,15775,4/10/2017,West,9. Poor Close (Wall View),150.0,3.0
17,3,Low, D,327,Small_Unit,4570000,13976,4/10/2017,South West,6. Normal (Good Direction - S/E),520.0,6.0
48,23,Mid, E,284,Small_Unit,4530000,15951,4/10/2017,East,10. Poor Street (Busy Road),200.0,2.0
41,13,Mid, F,284,Small_Unit,3950000,13908,4/10/2017,East,9. Poor Close (Wall View),220.0,3.0
39,29,High, E,284,Small_Unit,4450000,15669,3/10/2017,West,9. Poor Close (Wall View),180.0,3.0
41,18,Mid, C,304,Small_Unit,4530000,14901,29/9/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
4,6,Low, D,853,Large_Unit,9300000,10903,27/9/2017,South West,2. Premium (Full River - West/Sun),720.0,8.5
3,10,Low, A,451,Middle_Unit,6000000,13304,27/9/2017,North West,2. Premium (Full River - West/Sun),700.0,8.5
8,29,High, A,451,Middle_Unit,6300000,13969,27/9/2017,North West,4. Good Open (High Floor City),620.0,7.0
32,9,Low, D,327,Small_Unit,5000000,15291,25/9/2017,West,9. Poor Close (Wall View),380.0,3.0
45,10,Low, G,304,Small_Unit,4660000,15329,25/9/2017,North,9. Poor Close (Wall View),150.0,3.0
46,32,High, D,304,Small_Unit,5008000,16474,22/9/2017,South,6. Normal (Good Direction - S/E),180.0,6.0
26,30,High, D,326,Small_Unit,5180000,15890,22/9/2017,West,9. Poor Close (Wall View),420.0,3.0
12,31,High, B,515,Middle_Unit,8000000,15534,21/9/2017,North West,1. Premium Plus (Full River/Park),580.0,9.0
46,21,Mid, B,284,Small_Unit,4480000,15775,20/9/2017,West,10. Poor Street (Busy Road),180.0,2.0
46,25,Mid, G,304,Small_Unit,4680000,15395,20/9/2017,North,10. Poor Street (Busy Road),180.0,2.0
37,8,Low, D,304,Small_Unit,4580000,15066,19/9/2017,South,9. Poor Close (Wall View),150.0,3.0
1,21,Mid, C,327,Small_Unit,4910000,15015,19/9/2017,South West,2. Premium (Full River - West/Sun),650.0,8.5
49,18,Mid, A,284,Small_Unit,4350000,15317,18/9/2017,North West,8. Normal (Poor Direction - N/W),220.0,4.5
24,25,Mid, G,326,Small_Unit,5100000,15644,15/9/2017,South,10. Poor Street (Busy Road),380.0,2.0
2,18,Mid, G,327,Small_Unit,5000000,15291,15/9/2017,North East,2. Premium (Full River - West/Sun),680.0,8.5
41,17,Mid, D,304,Small_Unit,4650000,15296,15/9/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
20,22,Mid, D,327,Small_Unit,4938000,15101,11/9/2017,South West,6. Normal (Good Direction - S/E),520.0,6.0
24,3,Low, C,326,Small_Unit,4480000,13742,7/9/2017,West,10. Poor Street (Busy Road),380.0,2.0
10,9,Low, D,327,Small_Unit,4470000,13670,4/9/2017,South West,3. Premium Partial (Slivers of Water/Park),580.0,8.0
43,7,Low, E,284,Small_Unit,4520000,15915,4/9/2017,East,9. Poor Close (Wall View),220.0,3.0
7,21,Mid, A,515,Middle_Unit,7200000,13981,4/9/2017,North West,2. Premium (Full River - West/Sun),600.0,8.5
3,27,High, G,327,Small_Unit,5280000,16147,1/9/2017,North East,2. Premium (Full River - West/Sun),700.0,8.5
49,14,Mid, D,304,Small_Unit,4500000,14803,1/9/2017,South West,6. Normal (Good Direction - S/E),220.0,6.0
49,24,Mid, H,304,Small_Unit,4700000,15461,31/8/2017,North East,6. Normal (Good Direction - S/E),220.0,6.0
52,22,Mid, H,304,Small_Unit,4720000,15526,31/8/2017,North East,6. Normal (Good Direction - S/E),280.0,6.0
2,10,Low, B,451,Middle_Unit,6000000,13304,31/8/2017,North West,2. Premium (Full River - West/Sun),680.0,8.5
45,25,Mid, E,284,Small_Unit,4738000,16683,31/8/2017,East,10. Poor Street (Busy Road),150.0,2.0
1,5,Low, F,451,Middle_Unit,6000000,13304,29/8/2017,South East,6. Normal (Good Direction - S/E),650.0,6.0
9,9,Low, G,327,Small_Unit,4740000,14495,28/8/2017,North East,6. Normal (Good Direction - S/E),600.0,6.0
46,15,Mid, D,304,Small_Unit,4700000,15461,25/8/2017,South,6. Normal (Good Direction - S/E),180.0,6.0
38,22,Mid, C,304,Small_Unit,4680000,15395,25/8/2017,South,9. Poor Close (Wall View),150.0,3.0
37,11,Mid, G,304,Small_Unit,4600000,15132,24/8/2017,North,5. Good Internal (Pool/Garden/Mall),150.0,6.5
46,26,High, B,284,Small_Unit,4800000,16901,24/8/2017,West,10. Poor Street (Busy Road),180.0,2.0
15,21,Mid, D,853,Large_Unit,9900000,11606,21/8/2017,South West,3. Premium Partial (Slivers of Water/Park),650.0,8.0
18,13,Mid, C,484,Middle_Unit,6980000,14421,18/8/2017,South West,6. Normal (Good Direction - S/E),550.0,6.0
1,16,Mid, C,327,Small_Unit,4838000,14795,11/8/2017,South West,2. Premium (Full River - West/Sun),650.0,8.5
42,3,Low, C,304,Small_Unit,4200000,13816,9/8/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
18,17,Mid, F,484,Middle_Unit,7280000,15041,8/8/2017,South East,6. Normal (Good Direction - S/E),550.0,6.0
52,14,Mid, D,304,Small_Unit,4480000,14737,7/8/2017,South West,6. Normal (Good Direction - S/E),280.0,6.0
31,27,High, E,451,Middle_Unit,6650000,14745,3/8/2017,North,10. Poor Street (Busy Road),400.0,2.0
43,18,Mid, C,304,Small_Unit,4700000,15461,2/8/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
16,29,High, C,327,Small_Unit,4990000,15260,2/8/2017,South West,6. Normal (Good Direction - S/E),500.0,6.0
3,22,Mid, D,327,Small_Unit,4900000,14985,31/7/2017,South West,2. Premium (Full River - West/Sun),700.0,8.5
19,15,Mid, D,327,Small_Unit,4860000,14862,31/7/2017,South West,6. Normal (Good Direction - S/E),550.0,6.0
52,10,Low, H,304,Small_Unit,3800000,12500,26/7/2017,North East,6. Normal (Good Direction - S/E),280.0,6.0
46,16,Mid, B,284,Small_Unit,4600000,16197,26/7/2017,West,10. Poor Street (Busy Road),180.0,2.0
51,12,Mid, A,284,Small_Unit,4630000,16303,25/7/2017,North West,8. Normal (Poor Direction - N/W),280.0,4.5
32,24,Mid, F,451,Middle_Unit,7500000,16630,25/7/2017,North,10. Poor Street (Busy Road),380.0,2.0
37,11,Mid, C,304,Small_Unit,4530000,14901,25/7/2017,South,9. Poor Close (Wall View),150.0,3.0
45,29,High, F,284,Small_Unit,4780000,16831,25/7/2017,East,10. Poor Street (Busy Road),150.0,2.0
38,3,Low, D,304,Small_Unit,4250000,13980,21/7/2017,South,9. Poor Close (Wall View),150.0,3.0
13,5,Low, B,819,Large_Unit,8950000,10928,21/7/2017,North West,1. Premium Plus (Full River/Park),700.0,9.0
37,18,Mid, G,304,Small_Unit,4888000,16079,20/7/2017,North,5. Good Internal (Pool/Garden/Mall),150.0,6.5
40,9,Low, C,304,Small_Unit,4300000,14145,20/7/2017,South,9. Poor Close (Wall View),200.0,3.0
18,33,High, C,484,Middle_Unit,7800000,16116,19/7/2017,South West,6. Normal (Good Direction - S/E),550.0,6.0
26,11,Mid, G,326,Small_Unit,4830000,14816,13/7/2017,East,10. Poor Street (Busy Road),420.0,2.0
17,1,Low, H,327,Small_Unit,4350000,13303,12/7/2017,North East,6. Normal (Good Direction - S/E),520.0,6.0
23,25,Mid, F,451,Middle_Unit,6000000,13304,11/7/2017,South East,6. Normal (Good Direction - S/E),350.0,6.0
36,14,Mid, D,307,Small_Unit,4450000,14495,11/7/2017,East,6. Normal (Good Direction - S/E),300.0,6.0
9,17,Mid, D,327,Small_Unit,4830000,14771,10/7/2017,South West,6. Normal (Good Direction - S/E),600.0,6.0
40,15,Mid, A,284,Small_Unit,4720000,16620,10/7/2017,East,9. Poor Close (Wall View),200.0,3.0
3,4,Low, H,327,Small_Unit,4800000,14679,10/7/2017,North East,2. Premium (Full River - West/Sun),700.0,8.5
28,10,Low, C,688,Large_Unit,8300000,12064,7/7/2017,West,9. Poor Close (Wall View),480.0,3.0
8,5,Low, B,451,Middle_Unit,6500000,14412,6/7/2017,North West,8. Normal (Poor Direction - N/W),620.0,4.5
21,13,Mid, D,327,Small_Unit,4650000,14220,4/7/2017,South West,6. Normal (Good Direction - S/E),500.0,6.0
19,6,Low, C,327,Small_Unit,4620000,14128,3/7/2017,South West,6. Normal (Good Direction - S/E),550.0,6.0
12,8,Low, B,515,Middle_Unit,6730000,13068,30/6/2017,North West,1. Premium Plus (Full River/Park),580.0,9.0
29,18,Mid, C,327,Small_Unit,4950000,15138,27/6/2017,West,10. Poor Street (Busy Road),450.0,2.0
30,18,Mid, G,327,Small_Unit,4880000,14924,26/6/2017,East,9. Poor Close (Wall View),420.0,3.0
50,32,High, F,284,Small_Unit,4770000,16796,23/6/2017,South East,6. Normal (Good Direction - S/E),250.0,6.0
36,9,Low, E,478,Middle_Unit,6400000,13389,21/6/2017,South,5. Good Internal (Pool/Garden/Mall),300.0,6.5
50,7,Low, D,304,Small_Unit,4380000,14408,20/6/2017,South West,6. Normal (Good Direction - S/E),250.0,6.0
19,3,Low, G,327,Small_Unit,4730000,14465,20/6/2017,North East,6. Normal (Good Direction - S/E),550.0,6.0
20,20,Mid, F,451,Middle_Unit,6500000,14412,19/6/2017,South East,6. Normal (Good Direction - S/E),520.0,6.0
45,5,Low, E,284,Small_Unit,4000000,14085,19/6/2017,East,10. Poor Street (Busy Road),150.0,2.0
51,32,High, E,284,Small_Unit,4850000,17077,19/6/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
12,1,Low, A,515,Middle_Unit,5980000,11612,16/6/2017,North West,1. Premium Plus (Full River/Park),580.0,9.0
36,5,Low, G,307,Small_Unit,4400000,14332,15/6/2017,West,10. Poor Street (Busy Road),300.0,2.0
42,7,Low, H,304,Small_Unit,4500000,14803,15/6/2017,North,9. Poor Close (Wall View),200.0,3.0
37,20,Mid, G,304,Small_Unit,4200000,13816,14/6/2017,North,5. Good Internal (Pool/Garden/Mall),150.0,6.5
7,28,High, E,504,Middle_Unit,6400000,12698,13/6/2017,South East,3. Premium Partial (Slivers of Water/Park),600.0,6.0
28,16,Mid, B,688,Large_Unit,8780000,12762,9/6/2017,East,6. Normal (Good Direction - S/E),480.0,6.0
44,22,Mid, G,304,Small_Unit,4890000,16086,9/6/2017,North,9. Poor Close (Wall View),150.0,3.0
52,16,Mid, B,284,Small_Unit,4550000,16021,8/6/2017,North West,8. Normal (Poor Direction - N/W),280.0,4.5
21,1,Low, H,327,Small_Unit,4600000,14067,7/6/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
41,9,Low, D,304,Small_Unit,4780000,15724,6/6/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
11,5,Low, B,515,Middle_Unit,5950000,11553,2/6/2017,North West,1. Premium Plus (Full River/Park),550.0,9.0
42,8,Low, D,304,Small_Unit,4650000,15296,2/6/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
48,7,Low, G,304,Small_Unit,4400000,14474,31/5/2017,North,10. Poor Street (Busy Road),200.0,2.0
51,7,Low, F,284,Small_Unit,4350000,15317,29/5/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
49,3,Low, D,304,Small_Unit,4340000,14276,26/5/2017,South West,6. Normal (Good Direction - S/E),220.0,6.0
39,11,Mid, E,284,Small_Unit,4450000,15669,23/5/2017,West,9. Poor Close (Wall View),180.0,3.0
24,13,Mid, E,447,Middle_Unit,6000000,13423,23/5/2017,North,8. Normal (Poor Direction - N/W),380.0,4.5
48,30,High, B,284,Small_Unit,4700000,16549,23/5/2017,West,9. Poor Close (Wall View),200.0,3.0
49,14,Mid, E,284,Small_Unit,4730000,16655,22/5/2017,South East,6. Normal (Good Direction - S/E),220.0,6.0
42,7,Low, C,304,Small_Unit,4698000,15454,19/5/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
24,28,High, B,447,Middle_Unit,6928000,15499,19/5/2017,East,9. Poor Close (Wall View),380.0,3.0
31,10,Low, D,327,Small_Unit,4200000,12844,18/5/2017,West,9. Poor Close (Wall View),400.0,3.0
7,15,Mid, E,504,Middle_Unit,6000000,11905,17/5/2017,South East,3. Premium Partial (Slivers of Water/Park),600.0,6.0
43,31,High, D,304,Small_Unit,4800000,15789,17/5/2017,South,6. Normal (Good Direction - S/E),220.0,6.0
17,24,Mid, D,327,Small_Unit,3880000,11865,16/5/2017,South West,6. Normal (Good Direction - S/E),520.0,6.0
47,29,High, C,304,Small_Unit,4300000,14145,16/5/2017,South,6. Normal (Good Direction - S/E),180.0,6.0
23,18,Mid, E,451,Middle_Unit,6680000,14812,16/5/2017,South East,6. Normal (Good Direction - S/E),350.0,6.0
3,1,Low, B,451,Middle_Unit,5380000,11929,15/5/2017,North West,2. Premium (Full River - West/Sun),700.0,8.5
33,2,Low, C,854,Large_Unit,9000000,10539,12/5/2017,West,10. Poor Street (Busy Road),350.0,2.0
1,7,Low, A,451,Middle_Unit,6200000,13747,12/5/2017,North West,2. Premium (Full River - West/Sun),650.0,8.5
29,4,Low, C,327,Small_Unit,4770000,14587,11/5/2017,West,10. Poor Street (Busy Road),450.0,2.0
16,30,High, H,327,Small_Unit,5090000,15566,11/5/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
10,1,Low, H,327,Small_Unit,4000000,12232,10/5/2017,North East,1. Premium Plus (Full River/Park),580.0,9.0
3,4,Low, C,327,Small_Unit,4680000,14312,10/5/2017,South West,2. Premium (Full River - West/Sun),700.0,8.5
51,31,High, C,304,Small_Unit,4650000,15296,9/5/2017,South West,6. Normal (Good Direction - S/E),280.0,6.0
1,8,Low, D,327,Small_Unit,4750000,14526,9/5/2017,South West,2. Premium (Full River - West/Sun),650.0,8.5
52,14,Mid, F,284,Small_Unit,4480000,15775,9/5/2017,South East,6. Normal (Good Direction - S/E),280.0,6.0
48,23,Mid, G,304,Small_Unit,4740000,15592,5/5/2017,North,10. Poor Street (Busy Road),200.0,2.0
19,7,Low, H,327,Small_Unit,4350000,13303,5/5/2017,North East,6. Normal (Good Direction - S/E),550.0,6.0
1,16,Mid, E,451,Middle_Unit,6750000,14967,2/5/2017,South East,6. Normal (Good Direction - S/E),650.0,6.0
10,30,High, E,451,Middle_Unit,6970000,15455,2/5/2017,South East,1. Premium Plus (Full River/Park),580.0,9.0
19,1,Low, D,327,Small_Unit,4300000,13150,2/5/2017,South West,6. Normal (Good Direction - S/E),550.0,6.0
40,32,High, E,284,Small_Unit,4750000,16725,2/5/2017,West,10. Poor Street (Busy Road),200.0,2.0
11,5,Low, C,484,Middle_Unit,5650000,11674,2/5/2017,South West,3. Premium Partial (Slivers of Water/Park),550.0,8.0
52,7,Low, D,304,Small_Unit,4430000,14572,2/5/2017,South West,6. Normal (Good Direction - S/E),280.0,6.0
31,14,Mid, C,327,Small_Unit,4918000,15040,2/5/2017,West,9. Poor Close (Wall View),400.0,3.0
48,5,Low, B,284,Small_Unit,4180000,14718,27/4/2017,West,9. Poor Close (Wall View),200.0,3.0
41,15,Mid, H,304,Small_Unit,4760000,15658,27/4/2017,North,10. Poor Street (Busy Road),220.0,2.0
39,31,High, A,284,Small_Unit,4600000,16197,27/4/2017,East,9. Poor Close (Wall View),180.0,3.0
9,29,High, G,327,Small_Unit,4850000,14832,27/4/2017,North East,6. Normal (Good Direction - S/E),600.0,6.0
42,14,Mid, F,284,Small_Unit,4200000,14789,26/4/2017,East,9. Poor Close (Wall View),200.0,3.0
16,26,High, H,327,Small_Unit,4850000,14832,26/4/2017,North East,6. Normal (Good Direction - S/E),500.0,6.0
38,5,Low, D,304,Small_Unit,4000000,13158,26/4/2017,South,9. Poor Close (Wall View),150.0,3.0
50,6,Low, F,284,Small_Unit,4200000,14789,24/4/2017,South East,6. Normal (Good Direction - S/E),250.0,6.0
37,29,High, A,284,Small_Unit,4700000,16549,24/4/2017,East,6. Normal (Good Direction - S/E),150.0,6.0
28,26,High, D,688,Large_Unit,7000000,10174,21/4/2017,West,9. Poor Close (Wall View),480.0,3.0
32,18,Mid, G,327,Small_Unit,4200000,12844,21/4/2017,East,10. Poor Street (Busy Road),380.0,2.0
45,27,High, C,304,Small_Unit,4480000,14737,21/4/2017,South,6. Normal (Good Direction - S/E),150.0,6.0
12,5,Low, A,515,Middle_Unit,6550000,12718,21/4/2017,North West,1. Premium Plus (Full River/Park),580.0,9.0
30,11,Mid, E,451,Middle_Unit,6000000,13304,21/4/2017,North,9. Poor Close (Wall View),420.0,3.0
32,28,High, D,327,Small_Unit,4700000,14373,21/4/2017,West,9. Poor Close (Wall View),380.0,3.0
40,17,Mid, H,304,Small_Unit,4550000,14967,20/4/2017,North,10. Poor Street (Busy Road),200.0,2.0
51,8,Low, C,304,Small_Unit,4500000,14803,18/4/2017,South West,6. Normal (Good Direction - S/E),280.0,6.0
8,13,Mid, C,327,Small_Unit,4800000,14679,13/4/2017,South West,6. Normal (Good Direction - S/E),620.0,6.0
48,28,High, C,304,Small_Unit,4200000,13816,12/4/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
9,18,Mid, C,327,Small_Unit,4750000,14526,11/4/2017,South West,6. Normal (Good Direction - S/E),600.0,6.0
49,31,High, B,284,Small_Unit,4100000,14437,10/4/2017,North West,4. Good Open (High Floor City),220.0,7.0
1,7,Low, E,451,Middle_Unit,5990000,13282,7/4/2017,South East,6. Normal (Good Direction - S/E),650.0,6.0
42,30,High, C,304,Small_Unit,4450000,14638,7/4/2017,South,6. Normal (Good Direction - S/E),200.0,6.0
38,31,High, G,304,Small_Unit,4700000,15461,6/4/2017,North,10. Poor Street (Busy Road),150.0,2.0
52,12,Mid, D,304,Small_Unit,4450000,14638,6/4/2017,South West,6. Normal (Good Direction - S/E),280.0,6.0
17,8,Low, F,451,Middle_Unit,5200000,11530,5/4/2017,South East,6. Normal (Good Direction - S/E),520.0,6.0
