Phase,Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
 7 Kenswood ,7,4,Low, D,547,Middle_Unit,3580000,6545,18/3/2015,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,10,34,High, A,635,Large_Unit,4550000,7165,17/3/2015,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,19,Mid, D,540,Middle_Unit,4200000,7778,17/3/2015,North East,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,4,25,Mid, D,551,Middle_Unit,4000000,7260,16/3/2015,South,1. Premium Plus (Full Park),500,9
 1 Locwood ,4,29,High, E,448,Small_Unit,2600000,5804,13/3/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,3,20,Mid, G,548,Middle_Unit,3930000,7172,13/3/2015,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,4,4,Low, H,550,Middle_Unit,3930000,7145,13/3/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,10,20,Mid, D,544,Middle_Unit,3930000,7224,13/3/2015,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,5,22,Mid, E,446,Small_Unit,3600000,8072,13/3/2015,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,8,3,Low, H,544,Middle_Unit,3730000,6857,13/3/2015,South,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,3,23,Mid, E,448,Small_Unit,3520000,7857,12/3/2015,North,8. Normal (Poor Direction - N/W),1300,4.5
 3 Chestwood ,5,20,Mid, F,449,Small_Unit,3530000,7862,11/3/2015,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,4,30,High, D,551,Middle_Unit,3938000,7147,10/3/2015,South,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,14,10,Low, B,633,Large_Unit,4170000,6588,10/3/2015,North East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,7,8,Low, D,547,Middle_Unit,3440000,6289,9/3/2015,North West,10. Poor Street (Busy Road),1500,2
 3 Chestwood ,4,13,Mid, E,448,Small_Unit,3480000,7768,9/3/2015,South West,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,4,25,Mid, C,551,Middle_Unit,3870000,7024,6/3/2015,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,4,24,Mid, B,633,Large_Unit,4158000,6569,6/3/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,8,14,Mid, C,551,Middle_Unit,4000000,7260,6/3/2015,South East,2. Premium (Open Channel/Greenery),500,8.5
 2 Sherwood ,6,18,Mid, H,549,Middle_Unit,4180000,7614,6/3/2015,North West,1. Premium Plus (Full Park),500,9
 6 Maywood ,2,11,Mid, G,544,Middle_Unit,3668000,6743,6/3/2015,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,5,10,Low, F,449,Small_Unit,3650000,8129,6/3/2015,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,1,1,Low, A,631,Large_Unit,3930000,6228,5/3/2015,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,6,5,Low, B,633,Large_Unit,4000000,6319,5/3/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,6,20,Mid, C,546,Middle_Unit,4090000,7491,5/3/2015,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,1,31,High, F,442,Small_Unit,3920000,8869,3/3/2015,East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,3,Low, G,544,Middle_Unit,3800000,6985,3/3/2015,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,5,17,Mid, C,551,Middle_Unit,3990000,7241,2/3/2015,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,3,6,Low, G,547,Middle_Unit,3800000,6947,2/3/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,4,14,Mid, A,636,Large_Unit,4180000,6572,2/3/2015,South East,1. Premium Plus (Full Park),500,9
 6 Maywood ,8,7,Low, B,623,Large_Unit,4200000,6742,27/2/2015,East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,7,18,Mid, F,442,Small_Unit,3608000,8163,27/2/2015,North East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,14,9,Low, G,547,Middle_Unit,4030000,7367,27/2/2015,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,14,17,Mid, E,458,Small_Unit,3600000,7860,27/2/2015,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,9,18,Mid, H,549,Middle_Unit,4120000,7505,27/2/2015,South East,2. Premium (Open Channel/Greenery),500,8.5
 2 Sherwood ,2,27,High, B,633,Large_Unit,4295000,6785,27/2/2015,South West,1. Premium Plus (Full Park),500,9
 1 Locwood ,4,22,Mid, B,633,Large_Unit,4000000,6319,27/2/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,2,24,Mid, B,630,Large_Unit,4280000,6794,27/2/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,3,37,High, C,551,Middle_Unit,4300000,7804,26/2/2015,South East,1. Premium Plus (Full Park),500,9
 7 Kenswood ,4,30,High, C,546,Middle_Unit,4000000,7326,26/2/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,10,12,Mid, F,442,Small_Unit,3668000,8299,26/2/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,6,16,Mid, F,441,Small_Unit,3480000,7891,26/2/2015,North,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,12,15,Mid, D,544,Middle_Unit,4280000,7868,26/2/2015,North West,10. Poor Street (Busy Road),1400,2
 5 Lynwood ,2,2,Low, C,546,Middle_Unit,3800000,6960,25/2/2015,North East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,6,11,Mid, F,449,Small_Unit,3400000,7572,25/2/2015,North,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,7,6,Low, G,548,Middle_Unit,3750000,6843,25/2/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,6,1,Low, A,638,Large_Unit,4080000,6395,25/2/2015,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,19,Mid, A,636,Large_Unit,4280000,6730,24/2/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,1,21,Mid, C,544,Middle_Unit,3800000,6985,24/2/2015,North East,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,9,22,Mid, B,630,Large_Unit,3000000,4762,24/2/2015,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,14,5,Low, A,636,Large_Unit,4380000,6887,24/2/2015,East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,11,9,Low, H,549,Middle_Unit,3580000,6521,23/2/2015,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,4,23,Mid, H,547,Middle_Unit,3900000,7130,18/2/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,20,Mid, F,442,Small_Unit,3500000,7919,17/2/2015,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,7,Low, H,544,Middle_Unit,3940000,7243,17/2/2015,East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,9,10,Low, E,446,Small_Unit,3500000,7848,17/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,5,17,Mid, F,449,Small_Unit,3380000,7528,17/2/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,11,29,High, C,546,Middle_Unit,4380000,8022,17/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,1,Low, F,449,Small_Unit,3350000,7461,17/2/2015,West,8. Normal (Poor Direction - N/W),450,4.5
 5 Lynwood ,2,25,Mid, F,442,Small_Unit,3668000,8299,17/2/2015,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,11,18,Mid, E,448,Small_Unit,3600000,8036,16/2/2015,West,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,9,36,High, G,547,Middle_Unit,4150000,7587,16/2/2015,East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,10,6,Low, G,548,Middle_Unit,3880000,7080,16/2/2015,South West,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,8,3,Low, H,550,Middle_Unit,3830000,6964,16/2/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,1,14,Mid, H,549,Middle_Unit,3800000,6922,16/2/2015,East,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,3,15,Mid, G,547,Middle_Unit,4000000,7313,16/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,1,34,High, F,449,Small_Unit,3700000,8241,13/2/2015,East,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,14,29,High, C,546,Middle_Unit,3860000,7070,13/2/2015,North West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,14,29,High, D,544,Middle_Unit,3900000,7169,13/2/2015,North,8. Normal (Poor Direction - N/W),1400,4.5
 3 Chestwood ,4,27,High, G,548,Middle_Unit,4000000,7299,13/2/2015,North East,6. Normal (Good Direction - S/E),1300,6
 6 Maywood ,1,24,Mid, F,441,Small_Unit,3580000,8118,12/2/2015,East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,12,32,High, A,635,Large_Unit,4000000,6299,12/2/2015,North East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,2,7,Low, C,551,Middle_Unit,3720000,6751,11/2/2015,North East,6. Normal (Good Direction - S/E),500,6
 2 Sherwood ,2,6,Low, A,639,Large_Unit,4448000,6961,11/2/2015,South,1. Premium Plus (Full Park),500,9
 1 Locwood ,11,14,Mid, F,449,Small_Unit,3500000,7795,11/2/2015,West,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,5,6,Low, B,633,Large_Unit,3968000,6269,11/2/2015,South,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,5,27,High, C,546,Middle_Unit,4100000,7509,11/2/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,1,13,Mid, D,547,Middle_Unit,4180000,7642,10/2/2015,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,5,6,Low, A,636,Large_Unit,4080000,6415,10/2/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,8,11,Mid, A,638,Large_Unit,3800000,5956,10/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,4,13,Mid, C,551,Middle_Unit,3960000,7187,10/2/2015,South West,1. Premium Plus (Full Park),500,9
 3 Chestwood ,1,2,Low, H,552,Middle_Unit,3850000,6975,10/2/2015,East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,7,4,Low, A,638,Large_Unit,3990000,6254,9/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,6,15,Mid, A,629,Large_Unit,4320000,6868,9/2/2015,North East,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,4,30,High, D,544,Middle_Unit,4000000,7353,9/2/2015,South,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,2,15,Mid, B,633,Large_Unit,4288000,6774,6/2/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,4,8,Low, G,548,Middle_Unit,4200000,7664,5/2/2015,North East,6. Normal (Good Direction - S/E),1300,6
 3 Chestwood ,4,8,Low, H,552,Middle_Unit,4200000,7609,5/2/2015,South West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,1,6,Low, F,441,Small_Unit,3000000,6803,5/2/2015,East,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,1,4,Low, E,448,Small_Unit,3390000,7567,5/2/2015,East,6. Normal (Good Direction - S/E),500,6
 2 Sherwood ,5,29,High, D,551,Middle_Unit,3200000,5808,5/2/2015,North West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,6,24,Mid, C,546,Middle_Unit,3980000,7289,4/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,6,37,High, E,446,Small_Unit,3750000,8408,4/2/2015,North West,10. Poor Street (Busy Road),1400,2
 6 Maywood ,7,13,Mid, F,441,Small_Unit,3450000,7823,4/2/2015,North East,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,2,26,High, H,549,Middle_Unit,4150000,7559,4/2/2015,North,8. Normal (Poor Direction - N/W),1300,4.5
 1 Locwood ,2,25,Mid, F,449,Small_Unit,3460000,7706,4/2/2015,North,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,6,31,High, B,623,Large_Unit,4490000,7207,4/2/2015,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,10,16,Mid, H,547,Middle_Unit,3860000,7057,4/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,6,20,Mid, H,549,Middle_Unit,3862000,7035,4/2/2015,North West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,5,3,Low, H,552,Middle_Unit,3560000,6449,4/2/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,11,24,Mid, F,449,Small_Unit,3286800,7320,4/2/2015,West,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,5,33,High, F,442,Small_Unit,3500000,7919,4/2/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,3,24,Mid, C,546,Middle_Unit,3750000,6868,4/2/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,21,Mid, E,446,Small_Unit,3530000,7915,4/2/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,1,9,Low, A,638,Large_Unit,4300000,6740,3/2/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,3,14,Mid, D,543,Middle_Unit,4000000,7366,3/2/2015,North,8. Normal (Poor Direction - N/W),1300,4.5
 5 Lynwood ,2,30,High, E,446,Small_Unit,3350000,7511,3/2/2015,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,4,7,Low, F,442,Small_Unit,3668000,8299,2/2/2015,West,10. Poor Street (Busy Road),1400,2
 5 Lynwood ,10,16,Mid, F,442,Small_Unit,3350000,7579,2/2/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,13,19,Mid, H,549,Middle_Unit,3930000,7158,2/2/2015,North,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,5,34,High, G,547,Middle_Unit,3830000,7002,2/2/2015,South East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,10,8,Low, D,547,Middle_Unit,3980000,7276,30/1/2015,North,8. Normal (Poor Direction - N/W),1500,4.5
 6 Maywood ,4,5,Low, E,441,Small_Unit,3250000,7370,30/1/2015,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,1,25,Mid, E,446,Small_Unit,3660000,8206,30/1/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,7,34,High, D,544,Middle_Unit,4250000,7813,30/1/2015,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,7,34,High, C,546,Middle_Unit,4000000,7326,30/1/2015,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,10,2,Low, A,636,Large_Unit,4138000,6506,30/1/2015,North East,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,9,6,Low, A,638,Large_Unit,3980000,6238,30/1/2015,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,27,High, B,633,Large_Unit,4100000,6477,29/1/2015,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,10,8,Low, E,448,Small_Unit,3350000,7478,29/1/2015,North West,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,11,24,Mid, F,442,Small_Unit,3420000,7738,28/1/2015,West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,12,16,Mid, F,442,Small_Unit,3350000,7579,28/1/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,3,36,High, G,544,Middle_Unit,4000000,7353,28/1/2015,South East,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,2,12,Mid, F,449,Small_Unit,3000000,6682,28/1/2015,North,8. Normal (Poor Direction - N/W),1300,4.5
 1 Locwood ,10,15,Mid, D,551,Middle_Unit,3880000,7042,28/1/2015,North,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,1,5,Low, E,448,Small_Unit,3390000,7567,28/1/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,5,18,Mid, D,544,Middle_Unit,3890000,7151,28/1/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,4,20,Mid, F,441,Small_Unit,3450000,7823,28/1/2015,West,8. Normal (Poor Direction - N/W),1500,4.5
 6 Maywood ,6,3,Low, H,544,Middle_Unit,3950000,7261,28/1/2015,North West,4. Good Open (Distant Greenery),1500,7
 6 Maywood ,3,37,High, G,544,Middle_Unit,4700000,8640,27/1/2015,South East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,6,5,Low, D,547,Middle_Unit,3750000,6856,27/1/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,5,22,Mid, G,548,Middle_Unit,4038000,7369,27/1/2015,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,8,38,High, H,1281,Large_Unit,9800000,7650,27/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,4,21,Mid, G,548,Middle_Unit,3888000,7095,27/1/2015,North East,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,3,15,Mid, H,549,Middle_Unit,4050000,7377,27/1/2015,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,7,24,Mid, C,546,Middle_Unit,3860000,7070,26/1/2015,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,3,17,Mid, E,448,Small_Unit,3500000,7813,23/1/2015,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,14,6,Low, F,442,Small_Unit,3380000,7647,23/1/2015,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,10,19,Mid, F,442,Small_Unit,3280000,7421,23/1/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,6,15,Mid, B,630,Large_Unit,4080000,6476,23/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,7,Low, G,544,Middle_Unit,3855000,7086,23/1/2015,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,7,26,High, C,546,Middle_Unit,3500000,6410,23/1/2015,West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,10,33,High, C,546,Middle_Unit,4130000,7564,23/1/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,9,3,Low, C,546,Middle_Unit,3750000,6868,23/1/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,9,30,High, H,547,Middle_Unit,3880000,7093,22/1/2015,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,9,Low, C,544,Middle_Unit,3760000,6912,22/1/2015,North East,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,4,5,Low, D,551,Middle_Unit,3780000,6860,22/1/2015,South,1. Premium Plus (Full Park),500,9
 3 Chestwood ,4,26,High, H,549,Middle_Unit,4188000,7628,21/1/2015,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,1,25,Mid, B,633,Large_Unit,4310000,6809,21/1/2015,South,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,9,29,High, E,446,Small_Unit,3200000,7175,21/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,9,30,High, H,547,Middle_Unit,3880000,7093,21/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,5,10,Low, C,546,Middle_Unit,3800000,6960,20/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,6,11,Mid, G,548,Middle_Unit,4000000,7299,20/1/2015,South,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,6,5,Low, A,636,Large_Unit,4038000,6349,20/1/2015,South East,1. Premium Plus (Full Park),500,9
 6 Maywood ,8,12,Mid, E,441,Small_Unit,3500000,7937,19/1/2015,North West,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,5,24,Mid, H,547,Middle_Unit,3900000,7130,19/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,10,9,Low, H,550,Middle_Unit,3760000,6836,19/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,1,16,Mid, B,630,Large_Unit,4350000,6905,19/1/2015,South,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,9,16,Mid, A,636,Large_Unit,3300000,5189,19/1/2015,North East,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,13,7,Low, H,550,Middle_Unit,3755000,6827,19/1/2015,North,8. Normal (Poor Direction - N/W),1400,4.5
 5 Lynwood ,4,20,Mid, C,546,Middle_Unit,3755000,6877,19/1/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,9,21,Mid, G,547,Middle_Unit,3300000,6033,16/1/2015,East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,8,17,Mid, E,441,Small_Unit,3330000,7551,16/1/2015,North West,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,4,24,Mid, F,449,Small_Unit,3280000,7305,16/1/2015,West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,3,3,Low, B,623,Large_Unit,4050000,6501,16/1/2015,South,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,7,3,Low, E,448,Small_Unit,3280000,7321,16/1/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,6,14,Mid, H,549,Middle_Unit,3700000,6740,16/1/2015,North West,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,5,24,Mid, F,449,Small_Unit,3250000,7238,16/1/2015,South West,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,8,37,High, F,442,Small_Unit,3400000,7692,16/1/2015,North West,10. Poor Street (Busy Road),1500,2
 2 Sherwood ,2,19,Mid, E,448,Small_Unit,3270000,7299,16/1/2015,North,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,7,28,High, E,446,Small_Unit,3360000,7534,16/1/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,1,10,Low, F,441,Small_Unit,3500000,7937,16/1/2015,East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,14,14,Mid, B,630,Large_Unit,4150000,6587,15/1/2015,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,3,20,Mid, E,448,Small_Unit,3368000,7518,14/1/2015,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,1,24,Mid, A,635,Large_Unit,4350000,6850,14/1/2015,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,1,8,Low, G,548,Middle_Unit,3838000,7004,14/1/2015,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,1,33,High, E,448,Small_Unit,3540000,7902,14/1/2015,South West,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,9,22,Mid, E,446,Small_Unit,3400000,7623,13/1/2015,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,12,Mid, C,544,Middle_Unit,3800000,6985,13/1/2015,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,6,3,Low, F,442,Small_Unit,3400000,7692,13/1/2015,North,8. Normal (Poor Direction - N/W),1400,4.5
 1 Locwood ,2,21,Mid, D,551,Middle_Unit,3800000,6897,13/1/2015,South,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,5,9,Low, B,633,Large_Unit,4250000,6714,13/1/2015,South,1. Premium Plus (Full Park),500,9
 3 Chestwood ,4,1,Low, H,552,Middle_Unit,3600000,6522,13/1/2015,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,4,32,High, G,548,Middle_Unit,4030000,7354,12/1/2015,North East,6. Normal (Good Direction - S/E),500,6
 2 Sherwood ,5,12,Mid, B,633,Large_Unit,3123000,4934,12/1/2015,South,1. Premium Plus (Full Park),500,9
 6 Maywood ,6,3,Low, D,544,Middle_Unit,3600000,6618,12/1/2015,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,4,16,Mid, C,551,Middle_Unit,3700000,6715,12/1/2015,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,2,10,Low, H,550,Middle_Unit,3680000,6691,9/1/2015,North,8. Normal (Poor Direction - N/W),1400,4.5
 6 Maywood ,8,22,Mid, E,441,Small_Unit,3250000,7370,9/1/2015,North West,4. Good Open (Distant Greenery),1500,7
 6 Maywood ,6,34,High, H,540,Middle_Unit,3980000,7370,9/1/2015,North West,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,2,29,High, H,549,Middle_Unit,3939000,7175,9/1/2015,North,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,7,2,Low, B,623,Large_Unit,4200000,6742,8/1/2015,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,5,11,Mid, B,630,Large_Unit,4230000,6714,8/1/2015,South,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,1,24,Mid, F,442,Small_Unit,3500000,7919,7/1/2015,East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,3,19,Mid, H,540,Middle_Unit,4050000,7500,7/1/2015,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,8,20,Mid, A,636,Large_Unit,4200000,6604,6/1/2015,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,5,8,Low, D,547,Middle_Unit,3500000,6399,6/1/2015,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,1,32,High, D,540,Middle_Unit,3880000,7185,6/1/2015,North East,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,10,20,Mid, G,548,Middle_Unit,3950000,7208,5/1/2015,South West,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,4,32,High, E,441,Small_Unit,3400000,7710,5/1/2015,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,3,31,High, D,544,Middle_Unit,3820000,7022,5/1/2015,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,12,10,Low, D,551,Middle_Unit,3730000,6770,2/1/2015,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,9,4,Low, C,546,Middle_Unit,3488888,6390,31/12/2014,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,21,Mid, D,540,Middle_Unit,3980000,7370,31/12/2014,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,4,14,Mid, F,449,Small_Unit,3270000,7283,31/12/2014,West,1. Premium Plus (Full Park),500,9
 5 Lynwood ,8,8,Low, E,446,Small_Unit,3150000,7063,31/12/2014,North West,10. Poor Street (Busy Road),1500,2
 1 Locwood ,2,8,Low, B,633,Large_Unit,4258000,6727,31/12/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,14,34,High, A,636,Large_Unit,4230000,6651,31/12/2014,East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,7,6,Low, E,446,Small_Unit,3230000,7242,31/12/2014,South West,5. Good Internal (Pool/Piazza),1500,6.5
